visitation_id,resident_id,visit_date,social_worker,visit_type,location_visited,family_members_present,purpose,observations,family_cooperation_level,safety_concerns_noted,follow_up_needed,follow_up_notes,visit_outcome,cooperation_numeric,outcome_numeric
720,28,2024-02-23,SW-17,Routine Follow-Up,Church,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable,4,3.0
721,28,2024-05-12,SW-09,Initial Assessment,Proposed Foster Home,Lopez (Parent); Lopez (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,True,Follow-up scheduled,Unfavorable,3,1.0
722,29,2023-03-11,SW-19,Post-Placement Monitoring,Family Home,,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Neutral,False,False,Follow-up scheduled,Inconclusive,2,
723,29,2023-04-19,SW-01,Routine Follow-Up,School,Diaz (Parent); Rivera (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,False,,Favorable,2,3.0
724,29,2023-04-22,SW-11,Post-Placement Monitoring,Proposed Foster Home,Torres (Parent); Santos (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Neutral,True,False,Follow-up scheduled,Inconclusive,2,
725,29,2023-04-24,SW-07,Reintegration Assessment,School,,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,False,True,,Needs Improvement,2,2.0
726,29,2023-06-12,SW-09,Routine Follow-Up,Family Home,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Favorable,3,3.0
727,29,2023-07-05,SW-15,Post-Placement Monitoring,Family Home,,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Neutral,False,False,,Favorable,2,3.0
728,29,2023-08-28,SW-17,Reintegration Assessment,School,Lopez (Parent); Lopez (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,False,Follow-up scheduled,Favorable,3,3.0
729,29,2023-10-28,SW-17,Routine Follow-Up,Family Home,Santos (Parent); Flores (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Favorable,3,3.0
730,29,2023-10-30,SW-09,Initial Assessment,Proposed Foster Home,Flores (Parent); Torres (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,True,,Unfavorable,3,1.0
731,29,2023-11-20,SW-04,Initial Assessment,Barangay Office,,Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,,Favorable,3,3.0
732,29,2023-11-30,SW-05,Post-Placement Monitoring,Proposed Foster Home,Lopez (Parent); Reyes (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,False,Follow-up scheduled,Favorable,4,3.0
733,29,2023-12-02,SW-16,Initial Assessment,Barangay Office,Santos (Parent); Cruz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Uncooperative,False,True,Follow-up scheduled,Unfavorable,1,1.0
734,29,2023-12-18,SW-01,Routine Follow-Up,Community Center,Flores (Parent); Rivera (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Favorable,3,3.0
735,29,2024-02-24,SW-09,Initial Assessment,Family Home,Cruz (Parent); Lopez (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,Follow-up scheduled,Favorable,3,3.0
736,29,2024-03-15,SW-18,Routine Follow-Up,School,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,True,,Needs Improvement,4,2.0
737,29,2024-05-13,SW-18,Initial Assessment,School,Garcia (Parent); Cruz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,Follow-up scheduled,Favorable,3,3.0
738,29,2024-06-13,SW-01,Initial Assessment,Community Center,,Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,True,True,,Needs Improvement,3,2.0
739,29,2024-07-07,SW-16,Initial Assessment,Proposed Foster Home,Santos (Parent); Lopez (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,,Favorable,3,3.0
740,29,2024-08-09,SW-04,Initial Assessment,Barangay Office,Torres (Parent); Diaz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Uncooperative,False,True,Follow-up scheduled,Needs Improvement,1,2.0
741,29,2024-08-09,SW-03,Routine Follow-Up,Church,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Inconclusive,3,
742,29,2024-08-10,SW-11,Initial Assessment,Barangay Office,Torres (Parent); Torres (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,True,True,,Needs Improvement,3,2.0
743,29,2024-08-19,SW-13,Initial Assessment,Family Home,Rivera (Parent); Cruz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,True,,Needs Improvement,3,2.0
744,29,2024-09-07,SW-09,Initial Assessment,School,,Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,True,True,,Needs Improvement,4,2.0
745,29,2024-09-11,SW-08,Post-Placement Monitoring,Proposed Foster Home,Cruz (Parent); Rivera (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,True,Follow-up scheduled,Needs Improvement,3,2.0
746,29,2024-10-20,SW-10,Routine Follow-Up,Proposed Foster Home,Mendoza (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable,4,3.0
747,29,2024-10-29,SW-01,Post-Placement Monitoring,School,,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,False,Follow-up scheduled,Favorable,3,3.0
748,29,2024-10-29,SW-11,Reintegration Assessment,Proposed Foster Home,Mendoza (Parent); Cruz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,Follow-up scheduled,Favorable,3,3.0
749,29,2024-12-07,SW-07,Routine Follow-Up,School,Flores (Parent); Flores (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,,Inconclusive,4,
750,29,2024-12-12,SW-06,Reintegration Assessment,Proposed Foster Home,Reyes (Parent); Garcia (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,True,,Needs Improvement,3,2.0
751,29,2024-12-28,SW-05,Routine Follow-Up,Family Home,Mendoza (Parent); Lopez (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Inconclusive,4,
752,30,2024-01-31,SW-05,Initial Assessment,Barangay Office,Diaz (Parent); Cruz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Uncooperative,True,True,,Unfavorable,1,1.0
753,30,2024-02-16,SW-05,Routine Follow-Up,Community Center,Garcia (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,True,True,,Unfavorable,2,1.0
754,30,2024-02-24,SW-14,Post-Placement Monitoring,Church,Diaz (Parent); Lopez (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,True,,Needs Improvement,3,2.0
755,30,2024-03-07,SW-12,Initial Assessment,Community Center,Santos (Parent); Torres (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,True,,Needs Improvement,4,2.0
756,30,2024-04-09,SW-05,Post-Placement Monitoring,Church,,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,False,,Inconclusive,3,
757,30,2024-04-23,SW-03,Reintegration Assessment,Church,Garcia (Parent); Torres (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,True,True,,Unfavorable,4,1.0
758,30,2024-05-09,SW-18,Routine Follow-Up,School,Rivera (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,True,True,Follow-up scheduled,Unfavorable,4,1.0
759,30,2024-05-21,SW-04,Routine Follow-Up,Barangay Office,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,True,Follow-up scheduled,Needs Improvement,3,2.0
760,30,2024-05-28,SW-03,Post-Placement Monitoring,Community Center,Garcia (Parent); Torres (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,True,True,Follow-up scheduled,Unfavorable,3,1.0
761,30,2024-06-10,SW-01,Routine Follow-Up,Barangay Office,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,False,True,,Unfavorable,1,1.0
762,30,2024-06-18,SW-10,Reintegration Assessment,Barangay Office,,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,True,True,Follow-up scheduled,Needs Improvement,2,2.0
763,30,2024-07-04,SW-01,Routine Follow-Up,Church,Mendoza (Parent); Santos (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,True,True,,Needs Improvement,2,2.0
764,30,2024-07-08,SW-02,Post-Placement Monitoring,Family Home,,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,True,Follow-up scheduled,Needs Improvement,3,2.0
765,30,2024-09-14,SW-14,Post-Placement Monitoring,Proposed Foster Home,Garcia (Parent); Torres (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Neutral,False,False,Follow-up scheduled,Favorable,2,3.0
766,30,2024-10-08,SW-05,Initial Assessment,Proposed Foster Home,,Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,True,False,Follow-up scheduled,Favorable,3,3.0
767,30,2024-10-27,SW-20,Initial Assessment,Barangay Office,,Visitation for initial assessment,Visit observations recorded during initial assessment.,Uncooperative,False,False,Follow-up scheduled,Inconclusive,1,
768,30,2024-12-04,SW-08,Routine Follow-Up,Community Center,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,False,Follow-up scheduled,Favorable,3,3.0
769,30,2024-12-07,SW-19,Post-Placement Monitoring,Barangay Office,,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Neutral,False,False,Follow-up scheduled,Favorable,2,3.0
770,30,2025-01-18,SW-18,Emergency,School,Flores (Parent); Santos (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement,4,2.0
771,30,2025-02-07,SW-10,Routine Follow-Up,Family Home,Diaz (Parent); Flores (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable,4,3.0
772,30,2025-04-01,SW-17,Post-Placement Monitoring,Proposed Foster Home,Cruz (Parent); Lopez (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,False,Follow-up scheduled,Favorable,4,3.0
773,30,2025-04-06,SW-06,Initial Assessment,Community Center,Reyes (Parent); Torres (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,True,,Needs Improvement,4,2.0
774,30,2025-04-21,SW-07,Initial Assessment,Community Center,,Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,,Favorable,3,3.0
775,30,2025-05-11,SW-11,Routine Follow-Up,Barangay Office,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,True,,Unfavorable,4,1.0
776,30,2025-05-20,SW-02,Routine Follow-Up,Barangay Office,Lopez (Parent); Reyes (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,,Unfavorable,3,1.0
777,30,2025-06-21,SW-04,Initial Assessment,Community Center,,Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,False,Follow-up scheduled,Favorable,4,3.0
778,30,2025-06-24,SW-07,Routine Follow-Up,Family Home,Flores (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,,Unfavorable,3,1.0
779,30,2025-07-15,SW-12,Post-Placement Monitoring,Family Home,Diaz (Parent); Lopez (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,False,Follow-up scheduled,Favorable,4,3.0
780,31,2023-10-20,SW-13,Reintegration Assessment,Barangay Office,Mendoza (Parent); Torres (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,True,False,,Inconclusive,2,
781,31,2023-10-29,SW-19,Routine Follow-Up,Family Home,Garcia (Parent); Rivera (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,False,Follow-up scheduled,Favorable,2,3.0
782,31,2023-10-31,SW-02,Routine Follow-Up,Barangay Office,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,True,True,Follow-up scheduled,Needs Improvement,2,2.0
783,31,2023-12-05,SW-16,Reintegration Assessment,Family Home,Mendoza (Parent); Diaz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,True,Follow-up scheduled,Needs Improvement,3,2.0
784,31,2023-12-18,SW-18,Reintegration Assessment,Barangay Office,Garcia (Parent); Torres (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,True,,Unfavorable,4,1.0
785,31,2024-01-02,SW-01,Reintegration Assessment,Community Center,,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,True,Follow-up scheduled,Needs Improvement,3,2.0
786,31,2024-02-02,SW-16,Post-Placement Monitoring,Proposed Foster Home,Garcia (Parent); Reyes (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,True,True,,Unfavorable,3,1.0
787,31,2024-03-02,SW-02,Emergency,Barangay Office,Diaz (Parent); Reyes (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Highly Cooperative,False,False,Follow-up scheduled,Favorable,4,3.0
788,31,2024-04-12,SW-03,Routine Follow-Up,Proposed Foster Home,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Inconclusive,4,
789,31,2024-04-18,SW-20,Routine Follow-Up,Family Home,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Favorable,3,3.0
790,32,2025-04-28,SW-19,Post-Placement Monitoring,Church,Lopez (Parent); Santos (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Neutral,False,False,Follow-up scheduled,Favorable,2,3.0
791,32,2025-09-24,SW-11,Routine Follow-Up,Family Home,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Inconclusive,3,
792,32,2025-11-22,SW-15,Routine Follow-Up,Church,Garcia (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Favorable,3,3.0
793,33,2025-02-12,SW-18,Emergency,Church,,Visitation for emergency,Visit observations recorded during emergency.,Neutral,True,True,Follow-up scheduled,Unfavorable,2,1.0
794,33,2025-03-01,SW-12,Post-Placement Monitoring,Proposed Foster Home,,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,False,,Favorable,3,3.0
795,33,2025-04-29,SW-04,Post-Placement Monitoring,Church,,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,True,,Needs Improvement,4,2.0
796,33,2025-07-21,SW-13,Routine Follow-Up,Family Home,Mendoza (Parent); Garcia (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,True,True,Follow-up scheduled,Needs Improvement,1,2.0
797,33,2025-08-11,SW-10,Reintegration Assessment,Church,Mendoza (Parent); Flores (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,True,,Needs Improvement,4,2.0
798,33,2025-09-27,SW-01,Reintegration Assessment,Family Home,Flores (Parent); Cruz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,True,Follow-up scheduled,Unfavorable,3,1.0
799,33,2025-09-29,SW-02,Routine Follow-Up,School,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,Follow-up scheduled,Unfavorable,3,1.0
800,33,2025-09-29,SW-17,Routine Follow-Up,Proposed Foster Home,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement,4,2.0
801,33,2025-09-29,SW-14,Reintegration Assessment,Church,Cruz (Parent); Diaz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,True,Follow-up scheduled,Needs Improvement,3,2.0
802,33,2025-10-20,SW-03,Routine Follow-Up,Family Home,Garcia (Parent); Cruz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,False,,Favorable,3,3.0
803,33,2025-12-07,SW-07,Reintegration Assessment,Family Home,,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,False,Follow-up scheduled,Favorable,3,3.0
804,33,2025-12-19,SW-14,Post-Placement Monitoring,School,Reyes (Parent); Cruz (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,True,True,Follow-up scheduled,Unfavorable,4,1.0
805,34,2023-07-16,SW-03,Initial Assessment,Family Home,,Visitation for initial assessment,Visit observations recorded during initial assessment.,Neutral,True,False,Follow-up scheduled,Inconclusive,2,
806,34,2023-07-23,SW-03,Routine Follow-Up,Church,Flores (Parent); Santos (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,False,,Favorable,2,3.0
807,34,2023-07-27,SW-02,Post-Placement Monitoring,Barangay Office,Lopez (Parent); Reyes (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,True,False,,Inconclusive,3,
808,34,2023-08-01,SW-17,Initial Assessment,Community Center,,Visitation for initial assessment,Visit observations recorded during initial assessment.,Neutral,False,False,Follow-up scheduled,Favorable,2,3.0
809,34,2023-09-15,SW-19,Routine Follow-Up,Family Home,Santos (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Favorable,3,3.0
810,34,2023-10-01,SW-04,Routine Follow-Up,Community Center,Reyes (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable,4,3.0
811,34,2023-10-29,SW-03,Routine Follow-Up,School,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,True,Follow-up scheduled,Unfavorable,4,1.0
812,34,2023-12-18,SW-20,Routine Follow-Up,Community Center,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable,4,3.0
813,34,2024-01-29,SW-16,Initial Assessment,Barangay Office,,Visitation for initial assessment,Visit observations recorded during initial assessment.,Uncooperative,False,False,,Favorable,1,3.0
814,34,2024-02-03,SW-11,Routine Follow-Up,Family Home,Garcia (Parent); Garcia (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Favorable,3,3.0
815,35,2024-08-18,SW-14,Routine Follow-Up,Church,Torres (Parent); Santos (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,False,,Favorable,2,3.0
816,35,2024-09-05,SW-02,Emergency,Church,Rivera (Parent); Reyes (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Uncooperative,False,True,Follow-up scheduled,Unfavorable,1,1.0
817,35,2024-09-07,SW-17,Reintegration Assessment,Proposed Foster Home,,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,Follow-up scheduled,Favorable,3,3.0
818,35,2024-09-21,SW-04,Reintegration Assessment,Church,Santos (Parent); Torres (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Uncooperative,False,True,,Needs Improvement,1,2.0
819,35,2024-11-07,SW-02,Reintegration Assessment,Family Home,Flores (Parent); Diaz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,,Favorable,3,3.0
820,35,2024-11-07,SW-20,Routine Follow-Up,School,Lopez (Parent); Lopez (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Favorable,3,3.0
821,35,2024-12-17,SW-17,Routine Follow-Up,Church,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,Follow-up scheduled,Needs Improvement,3,2.0
822,35,2025-01-17,SW-20,Post-Placement Monitoring,School,,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,True,,Needs Improvement,4,2.0
823,35,2025-01-30,SW-20,Post-Placement Monitoring,Barangay Office,,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Uncooperative,False,True,Follow-up scheduled,Unfavorable,1,1.0
824,35,2025-02-05,SW-14,Reintegration Assessment,Proposed Foster Home,Garcia (Parent); Diaz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,True,Follow-up scheduled,Unfavorable,3,1.0
825,35,2025-02-10,SW-16,Post-Placement Monitoring,Family Home,Garcia (Parent); Reyes (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,False,Follow-up scheduled,Inconclusive,4,
826,35,2025-03-04,SW-06,Initial Assessment,School,Mendoza (Parent); Torres (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,True,Follow-up scheduled,Unfavorable,3,1.0
827,35,2025-04-05,SW-02,Routine Follow-Up,School,Torres (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,,Favorable,4,3.0
828,35,2025-04-17,SW-09,Initial Assessment,Church,,Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,True,False,Follow-up scheduled,Inconclusive,3,
829,35,2025-04-28,SW-06,Routine Follow-Up,Church,Santos (Parent); Rivera (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,False,,Inconclusive,3,
830,35,2025-05-07,SW-18,Reintegration Assessment,Proposed Foster Home,Flores (Parent); Flores (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,Follow-up scheduled,Favorable,3,3.0
831,35,2025-05-09,SW-14,Reintegration Assessment,Family Home,Reyes (Parent); Mendoza (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,True,,Unfavorable,4,1.0
832,35,2025-05-10,SW-08,Reintegration Assessment,Family Home,Cruz (Parent); Garcia (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Uncooperative,False,False,Follow-up scheduled,Favorable,1,3.0
833,35,2025-05-23,SW-19,Post-Placement Monitoring,Barangay Office,,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,True,False,Follow-up scheduled,Favorable,3,3.0
834,35,2025-06-19,SW-11,Routine Follow-Up,School,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,True,True,Follow-up scheduled,Needs Improvement,4,2.0
835,35,2025-06-20,SW-09,Routine Follow-Up,Community Center,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,False,True,,Needs Improvement,1,2.0
836,35,2025-06-28,SW-11,Routine Follow-Up,Barangay Office,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,True,True,,Needs Improvement,4,2.0
837,35,2025-07-09,SW-18,Reintegration Assessment,Family Home,Lopez (Parent); Flores (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,Follow-up scheduled,Favorable,3,3.0
838,35,2025-08-10,SW-02,Initial Assessment,Community Center,Reyes (Parent); Diaz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,Follow-up scheduled,Inconclusive,3,
839,35,2025-08-24,SW-04,Post-Placement Monitoring,Church,Mendoza (Parent); Diaz (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,True,,Needs Improvement,3,2.0
840,35,2025-09-21,SW-14,Reintegration Assessment,School,,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,True,,Unfavorable,3,1.0
841,36,2023-04-05,SW-15,Routine Follow-Up,School,Diaz (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,True,True,Follow-up scheduled,Needs Improvement,2,2.0
842,36,2023-05-03,SW-17,Routine Follow-Up,Church,Garcia (Parent); Diaz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,True,False,Follow-up scheduled,Favorable,2,3.0
843,36,2023-07-11,SW-13,Reintegration Assessment,School,Santos (Parent); Santos (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,False,True,Follow-up scheduled,Needs Improvement,2,2.0
844,36,2023-07-17,SW-17,Routine Follow-Up,Church,Reyes (Parent); Cruz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,False,True,,Needs Improvement,1,2.0
845,36,2023-07-18,SW-10,Reintegration Assessment,Community Center,Torres (Parent); Rivera (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,True,,Needs Improvement,4,2.0
846,36,2023-07-23,SW-14,Reintegration Assessment,Proposed Foster Home,Santos (Parent); Reyes (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,True,Follow-up scheduled,Unfavorable,3,1.0
847,36,2023-08-05,SW-05,Routine Follow-Up,Family Home,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,False,False,,Favorable,1,3.0
848,36,2023-08-12,SW-14,Routine Follow-Up,Community Center,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,True,True,Follow-up scheduled,Needs Improvement,4,2.0
849,36,2023-08-25,SW-19,Post-Placement Monitoring,Church,Rivera (Parent); Diaz (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Neutral,True,False,Follow-up scheduled,Favorable,2,3.0
850,36,2023-08-27,SW-03,Initial Assessment,Church,Torres (Parent); Garcia (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,Follow-up scheduled,Favorable,3,3.0
851,36,2023-08-27,SW-12,Initial Assessment,Community Center,Flores (Parent); Torres (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,Follow-up scheduled,Favorable,3,3.0
852,36,2023-09-11,SW-03,Post-Placement Monitoring,Proposed Foster Home,,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,False,,Inconclusive,4,
853,36,2023-10-27,SW-02,Reintegration Assessment,Community Center,Rivera (Parent); Flores (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Uncooperative,False,False,Follow-up scheduled,Inconclusive,1,
854,36,2023-10-31,SW-03,Reintegration Assessment,Community Center,Rivera (Parent); Torres (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,True,False,,Favorable,2,3.0
855,36,2023-11-01,SW-14,Reintegration Assessment,Community Center,,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,Follow-up scheduled,Favorable,4,3.0
